id	Fu	Ag	Ex	Re	Vi
76	5.225901400392717	11.068238637349138	0.7372133035380973	11.322246435569047	10.739700595574353
77	2.0475335777130206	16.405759128433548	10.038000237750616	2.7251535953319452	4.601590210809492
78	7.893802707672884	3.731111245603509	0.6952661382159314	10.298285588952659	12.398621044276231
79	10.893700696080336	7.408312073408056	8.817663804296497	1.8418395158780039	10.975848527643757
80	6.992869328062469	11.579832331999611	6.659612292088366	3.79481849910171	6.145142527425446
81	15.558552573000432	0.9664589406254253	3.818025391676035	15.344323988414466	0.7602637993016235
82	8.649828433651164	7.9523560446897275	3.3451645647241044	8.597922646496256	8.53597222875292
83	0.7475365530203066	6.833807115019497	5.371885071752375	2.3192963077227127	16.141828235601565
84	10.620713739901019	3.563305166674254	4.572952801027806	8.388856172986298	2.9750027316079644
85	9.169885594332682	8.205398432832972	8.91880368073674	5.391489481530069	6.127114245330048
86	6.635994233989168	3.2224051885444833	6.023225247560804	8.308422637382234	8.656958047258296
87	7.416157735856706	0.8977780391505971	4.035619024334674	23.299841009380096	0.6654464000198544
88	13.254789605781927	9.1985067547499	4.217967440051786	1.95759476901429	2.192998964303942
89	5.254671771038359	2.498774599844056	8.809686393393529	8.999883840207271	6.461848860338534
90	12.881542223173916	4.588853306939266	4.598564490821279	0.892555979843179	16.30837603458315
91	14.412780203919903	0.7027794030696592	6.637260587444603	12.089676834863166	3.2780761404759047
92	8.953839682830596	2.293950870976874	10.958065682031533	3.0280153295300836	11.452903673323753
93	0.9141496188973431	5.672727888995165	9.171806756894666	9.00117599791869	9.167319087197413
94	10.602553401453882	5.9999592337309275	6.596619542227041	4.929855113903696	10.282332891051254
95	3.872010184740743	8.669836516957918	7.226843252222447	9.011924348064905	8.928559977545197
96	6.131653237602004	6.866104877196147	3.763411518779561	8.485682310353477	9.408369448645669
97	9.526004904175602	10.926799516577663	2.6572876006507764	4.941844364108695	5.042859866576033
98	17.28756651215785	6.204033172593454	5.55338716586721	2.6328768372117675	2.9429606103526122
99	7.300697034991423	2.648049198339784	10.094557759758583	7.615300089240508	5.595639603113099
100	9.999395766561884	3.203966312563688	6.603807158547485	2.604518363728148	16.870405135958272
101	4.340533503420269	9.339434028048824	9.581849252795399	6.10589848836542	7.992127532573476
102	11.8719076200416	8.50208140526854	0.45436037838123383	2.3492156821231793	9.215848162071557
103	1.088047939334455	3.938444225463574	5.139618548519014	8.786056300751643	21.007294114553428
104	8.371685536371727	11.695166073911839	1.4689430565281525	13.461678304727293	2.732700019740394
105	5.533854472838435	5.420423908653337	9.242476980047737	2.977441214259795	8.513735307183902
106	9.220924675983248	6.623667218812023	6.703244727330791	8.328969476491828	3.7826531795931437
107	1.4220647885373519	6.014996077138461	9.69660646638008	14.473880629523869	1.9573629056217607
108	0.5388160823162452	8.476652957560647	16.447280589137687	9.874737281010045	3.9770110196987383
109	8.743614962938635	6.1895490032669995	7.678690288300778	3.107322412539115	7.850135166422721
110	15.59987790147495	5.69145083973353	5.011612203789554	12.116616089638924	0.3155994008790583
111	3.19491545454544	10.586998946666593	4.313892920266226	11.839621215383668	2.3409339010604397
112	12.899261926173766	5.832992799638635	7.586679776166952	1.2684478914495498	9.96831374609791
113	7.582025995915489	0.5978708825507295	10.630229653777741	2.625139501657759	8.681004170299222
114	5.342678068041521	7.560275946158796	9.925980378768786	5.334408025401373	10.993362608824498
115	6.374074878715082	10.531226195753433	11.754100058212984	8.508912097471388	1.4698750886999323
116	11.94650911558531	11.113721261863398	4.840562176972414	4.398548709037219	0.352118624604202
117	6.507835486070017	8.339675030291389	5.7846955844610894	1.7512123488124705	8.978400990421388
118	12.880812332532315	7.660637710695815	13.390341904165204	0.06660847018793464	0.1543339010122718
119	10.692933100561115	10.404199327741829	1.2417956888885582	6.974257252588759	9.287429168873778
120	5.189951228291125	6.097728389876362	3.371647498005715	7.608964754742395	11.772971393761935
121	4.358749974446506	8.709681476618723	12.57459181951335	6.854038533014814	4.330705820728777
122	8.29769396156027	0.6181539482417169	9.100423015033929	5.586307474631085	7.978269681773443
123	6.497083843154575	13.291519232180947	1.3229868598913486	12.401819805606575	3.0049884432820906
124	17.43658191509058	13.213268959699661	7.289110880716753	0.3567078678693337	1.2515752107995557
125	9.160714883428088	6.131190881933402	5.2999761766098645	6.783101495864541	9.069005911289198
